/*
**
**  Swift/XRT light curve for 3C 454.3.
**
**  Data taken from the automatic processing at http://www.swift.psu.edu/monitoring/
**
**  When using these data and results in publications, please reference M.C. Stroh & A.D. Falcone 2013, ApJS, 207, 28; arXiv: 1305.4949.
**
**  Key:
**
**   BinCenter      - Center of time bin (MJD)
**   BinHW          - One-half of the full time bin size (days)
**   Rate           - The background subtracted, PSF corrected and pile-up corrected source count rate (cts/s).
**   RateError      - 1 sigma error in source count rate (cts/s)
**   FracExp        - Conversion factor between bin size and observing time
**   Mode           - 0 if in Windowed Timing (WT)
**                    1 if in Photon Counting (PC)
**
**
**  Upper limits have an error listed as -1.00000.
**
*/
      BinCenter          BinHW           Rate      RateError        FracExp  Mode
   53485.416318       0.000334        2.33229        0.42786        0.85874     1
   53485.813890       1.006626        1.80740        0.06064        0.00335     0
   53485.814111       1.006687        1.78336        0.02208        0.07645     1
   53486.956672       0.000261        0.92911        0.29828        0.90842     1
   53501.644588       0.025616        5.26245        0.07758        0.23629     0
   53501.657817       0.027380        5.13850        0.11898        0.29888     1
   53507.847896       0.134057        2.48931        0.29861        0.00146     0
   53507.853466       0.139546        2.53865        0.04629        0.19098     1
   53509.622082       0.047731        3.03170        0.05170        0.54148     1
   53509.622136       0.047833        3.29172        0.10344        0.04351     0
   54292.891950       0.037214        1.32662        0.03513        0.38592     1
   54293.922259       0.074254        1.27952        0.03613        0.18454     1
   54294.598171       0.074036        1.40446        0.03782        0.16120     1
   54295.660007       0.069141        1.77052        0.05167        0.14660     1
   54298.636995       0.029612        2.75995        0.39972        0.00431     0
   54298.641851       0.034295        1.74199        0.05669        0.32115     1
   54301.021390       0.005665        1.58618        0.08005        0.67970     1
   54307.045044       0.006319        2.30061        0.09834        0.98148     1
   54309.379085       0.068807        2.16875        0.11125        0.06621     1
   54311.524467       0.066742        1.71407        0.45157        0.00088     0
   54311.526439       0.068676        1.77168        0.08356        0.07386     1
   54313.462910       0.000973        2.47820        0.24909        0.93922     1
   54313.464511       0.066704        2.45497        0.34792        0.00218     0
   54313.472316       0.074187        2.30949        0.02784        0.29343     0
   54315.787203       0.034997        1.15381        0.04096        0.13675     0
   54319.321391       0.036212        2.15520        0.06209        0.15092     0
   54320.649728       0.068316        1.96409        0.06351        0.05039     0
   54321.852773       0.002743        1.94263        0.07272        0.96411     0
   54322.086923       0.036690        1.79833        0.04625        0.15813     0
   54370.616525       0.038333        1.08527        0.04119        0.22584     1
   54419.708673       0.066193        1.23410        0.02434        0.42386     1
   54424.861153       0.006144        1.39367        0.05344        0.98818     1
   54424.927193       0.006115        1.29881        0.05274        0.97755     1
   54426.276779       0.200026        1.35304        0.22801        0.00093     0
   54426.278062       0.201061        1.19676        0.03727        0.05105     1
   54427.112215       0.575897        1.08051        0.19879        0.00034     0
   54427.113320       0.576951        1.12791        0.02661        0.03343     1
   54447.590407       0.173860        1.39540        0.24327        0.00128     0
   54447.594436       0.177777        1.17927        0.02773        0.11359     1
   54449.806454       0.104117        1.98723        0.14097        0.00930     0
   54449.810211       0.107837        0.94549        0.02402        0.19125     1
   54613.765203       0.064449        0.87032        0.02135        0.34765     1
   54614.213948       0.039495        1.05118        0.03295        0.28848     1
   54616.548034       0.033397        1.98947        0.38738        0.00272     0
   54616.554207       0.039495        1.24608        0.03559        0.30502     1
   54617.557009       0.039495        1.58878        0.04885        0.30212     1
   54620.795393       0.011490        1.04241        0.03816        0.97339     1
   54621.799421       0.011533        1.09257        0.03657        0.97276     1
   54622.101873       0.033385        1.66471        0.42446        0.00199     0
   54622.107177       0.038623        1.22052        0.03790        0.31084     1
   54623.483628       0.468452        1.17273        0.30923        0.00020     0
   54623.486410       0.471191        1.04115        0.03342        0.02473     1
   54624.190539       0.103015        1.12761        0.03707        0.09892     1
   54671.278703       0.269869        1.42042        0.03963        0.04088     1
   54673.654195       0.038827        1.80822        0.06171        0.28140     1
   54676.094156       0.069728        1.76487        0.03499        0.14279     0
   54677.567805       0.071059        1.81775        0.05640        0.15256     1
   54679.052544       0.033397        1.77247        0.32361        0.00337     0
   54679.058232       0.038957        1.38731        0.03909        0.28394     1
   54679.497663       0.011568        2.17594        0.05736        0.94072     0
   54681.469746       0.026918        1.90809        0.43298        0.00269     0
   54681.475651       0.032682        1.46260        0.04094        0.35290     1
   54682.337165       0.029661        1.51821        0.32385        0.00348     0
   54682.342733       0.035050        1.18287        0.03743        0.30609     1
   54683.940906       0.034469        1.38708        0.09939        0.06016     1
   54684.441462       0.133704        1.08684        0.25027        0.00096     0
   54684.445918       0.138094        1.26489        0.03595        0.09188     1
   54685.933198       0.066788        1.25782        0.04329        0.15089     1
   54686.840844       0.305645        1.27967        0.03027        0.07734     1
   54688.846051       0.769080        1.45929        0.29198        0.00017     0
   54688.849443       0.772406        1.30480        0.04638        0.01088     1
   54690.345994       0.072017        1.35845        0.03616        0.17152     1
   54692.405668       0.200278        1.55808        0.28593        0.00126     0
   54692.407217       0.201773        1.06334        0.04768        0.03619     1
   54693.113317       0.036633        1.05754        0.03820        0.25400     1
   54694.919965       0.038318        1.27783        0.03781        0.29099     1
   54695.732859       0.033744        1.85685        0.46424        0.00177     0
   54695.739857       0.040700        1.40355        0.03571        0.33664     1
   54698.483485       0.107459        1.31153        0.03921        0.09716     1
   54699.166091       0.067049        1.29243        0.31931        0.00162     0
   54699.172143       0.072947        1.12803        0.03461        0.16077     1
   54700.478651       0.039393        1.12593        0.03563        0.28409     1
   54701.409373       0.033701        2.58335        0.41368        0.00307     0
   54701.415730       0.039814        1.40421        0.03749        0.30656     1
   54702.666668       0.067936        1.23679        0.07140        0.04342     1
   54703.469193       0.067023        2.54035        0.41487        0.00148     0
   54703.469882       0.067631        1.62454        0.12140        0.02617     1
   54704.905278       0.037752        1.20371        0.05239        0.15771     1
   54705.767898       0.029740        1.40659        0.41935        0.00399     0
   54705.775362       0.037113        1.11522        0.03483        0.29448     1
   54707.974743       0.164820        0.95965        0.03303        0.06431     1
   54709.652385       0.041354        1.14424        0.04056        0.21350     1
   54710.894135       0.071117        1.16616        0.03934        0.13562     1
   54711.860758       0.104355        1.42836        0.20190        0.00260     0
   54711.862649       0.106079        1.04887        0.02960        0.14919     1
   54712.262673       0.040788        1.10658        0.03482        0.28293     1
   54713.741058       0.034614        0.94068        0.07632        0.05545     1
   54714.080818       0.037200        1.19957        0.03847        0.26117     1
   54715.580559       0.001365        1.03623        0.10504        0.89759     1
   54716.650078       0.002687        1.17903        0.07467        0.98984     1
   54717.482324       0.040555        1.22558        0.03611        0.34714     1
   54718.426930       0.369334        1.89136        0.51180        0.00022     0
   54718.429154       0.371503        1.26574        0.04250        0.02724     1
   54719.739071       0.006028        1.49089        0.06394        0.97587     1
   54720.642149       0.099873        1.18094        0.29124        0.00102     0
   54720.645148       0.102768        1.33235        0.03839        0.10927     1
   54721.914435       0.039001        1.36321        0.04134        0.28583     1
   54722.908403       0.035268        1.34572        0.08392        0.06511     1
   54725.762695       0.004721        1.31110        0.05865        0.97739     1
   54726.721725       0.033118        1.30484        0.05674        0.15147     1
   54732.606336       0.369974        1.21393        0.19835        0.00063     0
   54732.606382       0.369978        0.98755        0.02665        0.04663     1
   54733.523342       0.136351        1.03093        0.04124        0.05769     1
   54734.275976       0.167454        1.35649        0.09064        0.00760     0
   54734.278930       0.170340        1.09555        0.03064        0.08489     1
   54735.347406       0.167572        1.19583        0.22467        0.00100     0
   54735.350043       0.170093        1.04563        0.02883        0.08994     1
   54736.351283       0.166979        1.25511        0.30461        0.00065     0
   54736.353972       0.169614        0.94126        0.02900        0.09010     1
   54737.355236       0.167080        1.67580        0.33280        0.00065     0
   54737.357982       0.169759        1.30782        0.03978        0.05977     1
   54738.295661       0.163669        1.53003        0.24439        0.00111     0
   54738.298372       0.166200        1.42737        0.03844        0.09240     1
   54739.297445       0.165645        1.50113        0.27266        0.00090     0
   54739.299953       0.168074        1.49517        0.03687        0.08773     1
   54740.365652       0.167329        1.65252        0.19596        0.00185     0
   54740.368311       0.169846        1.43838        0.03200        0.10194     1
   54741.369025       0.167086        1.38517        0.21594        0.00128     0
   54741.372191       0.170137        1.25891        0.03014        0.10246     1
   54744.750653       0.202093        0.98022        0.04156        0.03398     1
   54749.858501       0.004677        0.72497        0.04332        0.98513     1
   54765.855134       0.002484        0.66203        0.05797        0.95645     1
   54825.308098       0.103000        0.34007        0.01707        0.08111     1
   54826.229387       0.008788        0.37929        0.01779        0.97313     1
   54827.699971       0.009732        0.24450        0.01815        0.97207     1
   54829.028367       0.007669        0.42061        0.02673        0.97620     1
   54830.235675       0.007350        0.29642        0.01695        0.98401     1
   54831.702840       0.004038        0.33595        0.02586        0.97734     1
   54832.510096       0.006522        0.30360        0.01837        0.98647     1
   54852.751709       0.037839        0.31393        0.02280        0.21254     1
