/*
**
**  Swift/XRT light curve for 1ES 2344+514.
**
**  Data taken from the automatic processing at http://www.swift.psu.edu/monitoring/
**
**  When using these data and results in publications, please reference M.C. Stroh & A.D. Falcone 2013, ApJS, 207, 28; arXiv: 1305.4949.
**
**  Key:
**
**   BinCenter      - Center of time bin (MJD)
**   BinHW          - One-half of the full time bin size (days)
**   Rate           - The background subtracted, PSF corrected and pile-up corrected source count rate (cts/s).
**   RateError      - 1 sigma error in source count rate (cts/s)
**   FracExp        - Conversion factor between bin size and observing time
**   Mode           - 0 if in Windowed Timing (WT)
**                    1 if in Photon Counting (PC)
**
**
**  Upper limits have an error listed as -1.00000.
**
*/
      BinCenter          BinHW           Rate      RateError        FracExp  Mode
   53479.852807       0.801305        0.65449        0.14705        0.00028     0
   53479.855764       0.804188        0.68521        0.01553        0.03301     1
   53509.828256       0.106399        0.69057        0.01914        0.22227     1
   53708.280855       1.272648        0.56606        0.07926        0.00057     0
   53708.284656       1.276410        0.52571        0.00755        0.05477     1
   54370.479879       0.038856        0.55210        0.01927        0.30629     1
   54400.474324       0.039538        0.58356        0.01643        0.38685     1
   54407.165934       0.036808        0.85738        0.03023        0.30532     1
   54414.216355       0.003777        1.22212        0.06241        0.98180     1
   54421.114642       0.009630        0.87528        0.03868        0.97403     1
   54434.264182       0.104554        0.96983        0.03330        0.10112     1
   54442.180270       0.039858        2.42033        0.06503        0.31801     1
   54456.592692       0.403851        0.95939        0.03086        0.03166     1
   54466.496304       0.468805        1.18293        0.15814        0.00076     0
   54466.496750       0.469202        1.26469        0.05606        0.01659     1
   54680.833196       0.005709        0.43530        0.02370        0.98734     1
   54686.303820       0.169759        0.49788        0.02583        0.03268     1
   54694.821290       0.006478        0.40754        0.02241        0.97555     1
   54700.457770       0.006072        0.48193        0.02414        0.96623     1
   54714.253778       0.008686        0.53963        0.02136        0.98640     1
   54721.902461       0.038507        0.60467        0.02201        0.23295     1
   54730.229112       0.068750        0.65066        0.04836        0.03044     0
   54730.229123       0.068705        0.42686        0.05318        0.01617     1
   54745.690332       0.136016        0.51915        0.02104        0.07238     1
   54749.520920       0.005433        0.48000        0.02606        0.98376     1
   54757.866158       0.102550        0.49735        0.02363        0.06790     1
   54759.937760       0.040671        0.69175        0.02367        0.30874     1
   54760.941678       0.040947        0.71502        0.02563        0.31907     1
   54761.946129       0.040657        0.63276        0.01872        0.31665     1
   54762.950083       0.040860        0.52597        0.01654        0.33578     1
   54763.574844       0.406372        0.75686        0.20092        0.00038     0
   54763.581838       0.413249        0.50068        0.01249        0.06704     1
   54764.927259       0.069272        0.52813        0.02062        0.12725     1
   54765.959917       0.041470        0.47206        0.01544        0.34412     1
   54766.903260       0.037025        0.43464        0.02290        0.18340     1
   54767.934772       0.065205        0.43948        0.01423        0.23824     1
   54768.877848       0.070027        0.37756        0.01457        0.18488     1
   54769.966815       0.033162        0.49465        0.01836        0.31919     1
   54770.918893       0.035951        0.47695        0.01708        0.32914     1
   54771.935664       0.000642        0.58712        0.09189        0.85914     0
   54771.945227       0.008904        0.47504        0.01990        0.97038     1
   54772.894642       0.001046        0.43646        0.05563        0.98504     1
   54773.926249       0.032072        0.47898        0.02645        0.16362     1
   54777.522581       0.037810        0.57929        0.02136        0.23693     1
   54784.599453       0.006086        0.58852        0.02634        0.98359     1
   55129.761281       0.006769        0.46530        0.02253        0.97224     1
   55136.046214       0.005868        0.42234        0.02304        0.97789     1
   55143.006713       0.004372        0.45669        0.02969        0.86739     1
   55150.166718       0.006871        0.45978        0.02217        0.97001     1
   55157.118837       0.004067        0.49335        0.02998        0.96804     1
   55164.620112       0.479166        0.35203        0.02885        0.01497     1
   55171.251464       0.005433        0.46411        0.02503        0.98367     1
   55185.906904       0.005592        0.28674        0.01977        0.95890     1
   55192.377560       0.040468        0.38677        0.01785        0.21987     1
   55199.420832       0.069432        0.36515        0.02435        0.10162     1
   55206.514134       0.005984        0.32080        0.02008        0.96610     1
   55213.275446       0.007887        0.17358        0.01431        0.97425     1
   55220.971944       0.008570        0.29076        0.01952        0.96215     1
   55227.903677       0.037970        0.29233        0.01804        0.16763     1
   55460.698515       0.007698        0.34267        0.01847        0.97901     1
   55465.442439       0.001990        0.44427        0.05701        0.98264     1
   55472.290432       0.038013        0.53797        0.02509        0.16549     1
   55479.832325       0.005142        0.59629        0.03057        0.97724     1
   55487.463512       0.005926        0.64191        0.02885        0.98293     1
   55494.620653       0.006406        0.72085        0.03741        0.96571     1
   55500.915414       0.006769        0.62653        0.02922        0.98237     1
   55507.131662       0.005810        1.20202        0.05084        0.96646     1
   55514.153927       0.007161        0.57720        0.02430        0.97735     1
   55522.781298       0.007553        0.36293        0.01878        0.98448     1
   55530.943410       0.005883        0.44206        0.02349        0.96808     1
   55535.299320       0.007582        0.41902        0.02014        0.97683     1
   55542.530746       0.059627        0.41447        0.04238        0.04599     1
   55549.422188       0.007626        0.48537        0.02140        0.98830     1
   56040.873869       0.005941        1.39950        0.05987        0.97274     1
   56041.682445       0.006420        1.09249        0.04735        0.96032     1
   56172.390928       0.005549        0.60475        0.03537        0.96856     1
   56180.819258       0.005723        0.50344        0.02547        0.96981     1
   56187.160304       0.005665        0.58439        0.02800        0.98769     1
   56193.044076       0.005912        1.02617        0.06572        0.95187     1
   56200.056196       0.005592        0.85307        0.04375        0.97170     1
   56208.191992       0.005229        0.96115        0.04924        0.97254     1
   56214.672898       0.005549        0.93489        0.04290        0.98180     1
   56221.495319       0.006043        0.86043        0.04252        0.97971     1
   56228.581952       0.002760        0.62366        0.04032        0.99746     1
   56235.853269       0.136292        0.67699        0.03092        0.03976     1
   56242.132325       0.005142        1.23111        0.05474        0.98523     1
   56249.820116       0.005563        0.92029        0.04664        0.97431     1
   56256.770207       0.005476        0.58134        0.02768        0.97981     1
   56270.126360       0.006231        0.52126        0.02453        0.98572     1
   56276.137034       0.005999        1.09084        0.04681        0.99035     1
   56284.688802       0.005621        0.71668        0.03981        0.96407     1
   56291.894689       0.005287        0.51452        0.03392        0.96438     1
   56536.477931       0.003995        0.63746        0.03387        0.98642     1
   56543.418875       0.405406        0.66750        0.03067        0.01925     1
   56550.528423       0.170137        0.58894        0.02961        0.04590     1
   56557.763653       0.005767        1.15280        0.05009        0.98210     1
   56564.461685       0.038289        1.08610        0.04075        0.20826     1
   56575.244870       0.005810        0.44279        0.02391        0.95783     1
   56586.262285       0.006464        0.69952        0.02969        0.97767     1
   56592.213695       0.005723        0.50670        0.02611        0.96847     1
   56602.141028       0.005462        0.63871        0.03800        0.97321     1
   56620.452505       0.439148        0.66914        0.02053        0.03253     1
   56642.955789       0.034135        0.72616        0.07539        0.08642     1
   56648.529029       0.005679        0.78878        0.04221        0.96991     1
   56655.719413       0.003646        1.17941        0.06313        0.97253     1
   56914.323674       0.005491        0.59793        0.02821        0.98463     1
   56956.099441       0.004677        0.66004        0.04002        0.97187     1
   56964.019715       0.005970        0.85405        0.04237        0.97819     1
   56970.346300       0.001612        0.65998        0.05512        0.98685     1
   56973.065369       0.006159        0.81309        0.04086        0.98202     1
   56979.134164       0.006115        0.64009        0.02762        0.97877     1
   56984.982751       0.006101        0.47592        0.02574        0.96885     1
   56991.715283       0.005520        0.52409        0.02626        0.98592     1
   56998.576218       0.005723        0.67819        0.03813        0.98261     1
   57011.095811       0.005563        0.75174        0.04229        0.98280     1
   57019.746713       0.006028        0.84703        0.04177        0.96600     1
   57026.606435       0.476159        1.26205        0.04136        0.01899     1
   57033.992195       0.139749        1.44863        0.04975        0.06327     1
   57097.430454       0.004936        0.75929        0.03593        0.94080     0
   57303.326835       0.169657        0.65211        0.02359        0.05151     1
   57310.290374       0.002673        0.82826        0.06321        0.97475     1
