/*
**
**  Swift/XRT light curve for S3 0218+35.
**
**  Data taken from the automatic processing at http://www.swift.psu.edu/monitoring/
**
**  When using these data and results in publications, please reference M.C. Stroh & A.D. Falcone 2013, ApJS, 207, 28; arXiv: 1305.4949.
**
**  Key:
**
**   BinCenter      - Center of time bin (MJD)
**   BinHW          - One-half of the full time bin size (days)
**   Rate           - The background subtracted, PSF corrected and pile-up corrected source count rate (cts/s).
**   RateError      - 1 sigma error in source count rate (cts/s)
**   FracExp        - Conversion factor between bin size and observing time
**   Mode           - 0 if in Windowed Timing (WT)
**                    1 if in Photon Counting (PC)
**
**
**  Upper limits have an error listed as -1.00000.
**
*/
      BinCenter          BinHW           Rate      RateError        FracExp  Mode
   54775.699069       0.000174        0.36126       -1.00000        0.99892     1
   54813.004143       0.503467        0.02097        0.00324        0.03186     1
   55428.080318       0.042589        0.02074        0.00356        0.30901     1
   56167.690149       0.047455        0.03184        0.00303        0.59886     1
   56169.553147       0.171793        0.03570        0.00422        0.16635     1
   56178.447571       0.047368        0.02809        0.00398        0.59337     1
   56179.814200       0.070332        0.03536        0.00399        0.40415     1
   56187.268006       0.091859        0.03612        0.00320        0.30795     1
   56194.508374       0.076302        0.02885        0.00326        0.34018     1
   56853.353753       0.203836        0.03160        0.00401        0.11291     1
   56855.277744       0.267356        0.03320        0.00415        0.09575     1
   56857.611147       0.076288        0.02670        0.00279        0.37046     1
   56862.133155       0.067834        0.02091        0.00249        0.41140     1
   56863.210715       0.070507        0.02513        0.00307        0.36725     1
   56864.209487       0.071030        0.02183        0.00335        0.24738     1
   56865.209819       0.070724        0.03113        0.00384        0.23665     1
   56866.209033       0.071480        0.03115        0.00305        0.37353     1
   56867.208663       0.071146        0.02989        0.00303        0.37205     1
   56868.204514       0.075285        0.02643        0.00285        0.35436     1
   57396.947044       0.170064        0.04039        0.00386        0.13270     1
   57769.822235       0.070114        0.02346        0.00445        0.14870     1
   57771.870446       0.060775        0.03034        0.00500        0.15649     1
   57988.217313       0.036822        0.02609        0.00504        0.29958     1
   59069.566335       0.136438        0.05914        0.00494        0.13554     1
   59073.549372       0.135334        0.04378        0.00545        0.11412     1
   59080.183622       0.141275        0.05523        0.00603        0.08720     1
   59081.379506       0.146141        0.04345        0.00516        0.09456     1
   59082.374969       0.343048        0.06012        0.00418        0.08809     1
   59083.036303       0.008817        0.04575        0.00654        0.98795     1
   59084.097746       0.009166        0.04549        0.00658        0.97742     1
   59108.177838       0.037389        0.04176        0.00655        0.22181     1
